指標名,観光地,,,,,,,,
出典,Tripadvisor,,,,,,,,
年次,2021/2/17 取得,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件）",,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,星,レビュー数
中央区,京橋１丁目,日八京,東京都中央区京橋１－９,35.678211,139.772673,歌川広重住居跡,名所・有名スポット,3,12件
中央区,京橋１丁目,日八京,東京都中央区京橋１－５－５,35.678265,139.770370,Islandギャラリー,美術館・博物館,3,1件
中央区,京橋２丁目,日八京,東京都中央区京橋２－２－１,35.677369,139.769491,京橋エドグラン,,3.5,49件
中央区,京橋２丁目,日八京,東京都中央区京橋２－２－１京橋エドグランＢ１Ｆ・１Ｆ,35.677120,139.769735,中央区観光情報センター,,4,19件
中央区,京橋２丁目,日八京,東京都中央区京橋２－５－７日土地京橋ビル１Ｆ,35.676117,139.770981,宝くじドリーム館,美術館・博物館,3.5,20件
中央区,京橋２丁目,日八京,東京都中央区京橋２－６－２１,35.676876,139.770517,ペンステーションミュージアム,美術館・博物館,3.5,21件
中央区,京橋２丁目,日八京,東京都中央区京橋２－５－１８京橋創生館１・２階,35.676334,139.770157,AGC studio,美術館・博物館,3.5,6件
中央区,京橋２丁目,日八京,東京都中央区京橋２－６－１３,35.676371,139.771222,エトワール画廊,美術館・博物館,3,1件
中央区,京橋２丁目,日八京,東京都中央区京橋２－８－２,35.677521,139.771057,ギャルリーソレイユ,美術館・博物館,3,1件
中央区,京橋２丁目,日八京,東京都中央区京橋２－８－２,35.677519,139.771058,千代春画廊,美術館・博物館,3,1件
中央区,京橋２丁目,日八京,東京都中央区京橋２－６－１６,35.676598,139.770813,林田画廊,美術館・博物館,3,1件
中央区,京橋２丁目,日八京,東京都中央区京橋２－１０－１０,35.676708,139.771914,シルバーシェル,美術館・博物館,3,1件
中央区,京橋２丁目,日八京,東京都中央区京橋２－８－５,35.677348,139.771560,アート 紀元,美術館・博物館,3,1件
中央区,京橋２丁目,日八京,東京都中央区京橋２－６－８,35.676586,139.771500,金井画廊,美術館・博物館,3,1件
中央区,京橋２丁目,日八京,東京都中央区京橋２－８－５,35.677376,139.771500,ギャラリーびーた,美術館・博物館,3,1件
中央区,京橋２丁目,日八京,東京都中央区京橋２－５－１８,35.676235,139.770233,孔雀画廊,美術館・博物館,,
中央区,京橋２丁目,日八京,東京都中央区京橋２－６－１０,35.676361,139.771454,ギャラリー麟,,,
中央区,京橋２丁目,日八京,東京都中央区京橋２－９－１２,35.677036,139.772169,ギャラリー文景堂,,,
中央区,京橋２丁目,日八京,東京都中央区京橋２－７－１１,35.676666,139.771652,吉野美術,美術館・博物館,,
中央区,京橋３丁目,日八京,東京都中央区京橋３－５－１,35.675121,139.769547,警察博物館,美術館・博物館,4,160件
中央区,京橋３丁目,日八京,東京都中央区京橋３－１－１,35.676129,139.768815,東京スクエアガーデン,,3.5,53件
中央区,京橋３丁目,日八京,東京都中央区京橋３－６－１８東京建物京橋ビル２Ｆ,35.675312,139.769577,LIXIL ギャラリー,名所・有名スポット,4,30件
中央区,京橋３丁目,日八京,東京都中央区京橋３－３－２,35.675691,139.768256,加島美術,美術館・博物館,3.5,4件
中央区,京橋３丁目,日八京,東京都中央区京橋３－４,35.675313,139.768899,江戸歌舞伎発祥の地,名所・有名スポット,3,22件
中央区,京橋３丁目,日八京,東京都中央区京橋３－４,35.675457,139.768066,京橋大根河岸青物市場跡,名所・有名スポット,3,11件
中央区,京橋３丁目,日八京,東京都中央区京橋３－６－１２正栄ビル１Ｆ,35.674963,139.770494,翠波画廊,美術館・博物館,4,2件
中央区,京橋３丁目,日八京,東京都中央区京橋３－３－１０,35.675478,139.768494,ギャラリー 椿,美術館・博物館,4,4件
中央区,京橋３丁目,日八京,東京都中央区京橋３－１－１東京スクエアガーデン,35.676037,139.768723,旧「片倉館」 正面玄関メダリオン,名所・有名スポット,3.5,2件
中央区,京橋３丁目,日八京,東京都中央区京橋３－３－２,35.675700,139.768264,ギャラリー川船,美術館・博物館,3,1件
中央区,京橋３丁目,日八京,東京都中央区京橋３－５－４,35.674992,139.769958,キーギャラリー&青樺画廊,美術館・博物館,3,1件
中央区,京橋３丁目,日八京,東京都中央区京橋３－９－９,35.674923,139.770782,ギャラリー檜,美術館・博物館,3,1件
中央区,京橋３丁目,日八京,東京都中央区京橋３－７－１０,35.675297,139.770842,アートスペース繭,美術館・博物館,3,1件
中央区,京橋３丁目,日八京,東京都中央区京橋３－６－５,35.675320,139.770233,アートスペースキムラASK,美術館・博物館,3,1件
中央区,京橋３丁目,日八京,東京都中央区京橋３－５－３,35.675017,139.769872,アートスペース羅針盤,美術館・博物館,3,1件
中央区,京橋３丁目,日八京,東京都中央区京橋３－３－１０,35.675486,139.768448,彩鳳堂,美術館・博物館,3,1件
中央区,京橋３丁目,日八京,東京都中央区京橋３－９－７,35.674854,139.770966,アサヒ画廊,,,
中央区,銀座１丁目,-,東京都中央区銀座１－７－７ポーラ銀座ビル３階,35.674261,139.767948,ポーラミュージアムアネックス,美術館・博物館,4,36件
中央区,銀座１丁目,-,東京都中央区銀座１－３－１３１Ｆ＆２Ｆ,35.675301,139.766219,まるごと高知,,4,125件
中央区,銀座１丁目,-,東京都中央区銀座１－１３－１１Ｆ,35.674088,139.769775,アンティークモール銀座,,3.5,14件
中央区,銀座１丁目,-,東京都中央区銀座１－８－１９,35.674336,139.768675,KIRARITO GINZA,名所・有名スポット,3.5,32件
中央区,銀座１丁目,-,東京都中央区銀座１－２２,35.672075,139.771119,安平神社,名所・有名スポット,3.5,7件
中央区,銀座１丁目,-,東京都中央区京橋三丁目,35.674824,139.768570,京橋の親柱,名所・有名スポット,3,16件
中央区,銀座１丁目,-,東京都中央区銀座１－４－４,35.675120,139.766898,ギャラリー厨子屋,美術館・博物館,4,2件
中央区,銀座１丁目,-,東京都中央区銀座１－２６－１,35.673729,139.772064,三つ橋跡,名所・有名スポット,3,10件
中央区,銀座１丁目,-,東京都中央区銀座１－７,35.673977,139.767639,銀座の柳由来の碑,名所・有名スポット,2.5,10件
中央区,銀座１丁目,-,東京都中央区銀座１－７－５,35.674757,139.768108,ギャラリー小柳,美術館・博物館,3.5,2件
中央区,銀座１丁目,-,東京都中央区銀座１－９－８奥野ビル４０３,35.673740,139.768782,銀座中央ギャラリー,美術館・博物館,4,1件
中央区,銀座１丁目,-,東京都中央区銀座１－２５－３京橋プラザ３階,35.673241,139.771667,中央区都市観光ステーション,,3,5件
中央区,銀座１丁目,-,東京都中央区銀座１－２８－１５,35.672048,139.771876,鈴木ビル,名所・有名スポット,4.5,2件
中央区,銀座１丁目,-,東京都中央区銀座１－９－８,35.673717,139.768814,画廊香月,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－５－１,35.675064,139.767288,ぎゃらりぃ朋,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－５－２,35.674985,139.767504,GALERIESOL,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－１４－１０,35.672964,139.769539,ハヤシ画廊,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－５－１３,35.674805,139.767014,幸稲荷神社,名所・有名スポット,3,6件
中央区,銀座１丁目,-,東京都中央区銀座１－５－１６,35.675053,139.767242,ギャラリー飛鳥,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－９－８,35.673717,139.768814,エクリュプラスエイチエム,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－９－８,35.673714,139.768814,巷房,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－５－２,35.674985,139.767504,藍画廊,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－１４－１２,35.673089,139.769470,ギャラリーQ,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－１３－４,35.673832,139.769714,鈴木美術画廊,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－５－１,35.675068,139.767288,柴田悦子画廊,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－１３－４,35.673768,139.769727,K'sGallery,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－３－３,35.675358,139.766418,ギャラリィうぇすと,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－９－８,35.673717,139.768814,ギャラリー ラ メール,美術館・博物館,3,1件
中央区,銀座１丁目,-,東京都中央区銀座１－１０－１９,35.674061,139.769424,ギャラリー現,,,
中央区,銀座１丁目,-,東京都中央区銀座１－１３－１アンティークモール銀座１Ｆ,35.673950,139.769730,JAPANESE GALLERY Ginza Seiyodo,,,
中央区,銀座１丁目,-,東京都中央区銀座１－２２－１２,35.671936,139.770889,ギャラリー アートポイント,美術館・博物館,,
中央区,銀座１丁目,-,東京都中央区銀座１－７－５銀座中央通りビル７階,35.674546,139.768188,ギャラリーゴトウ,美術館・博物館,,
中央区,銀座１丁目,-,東京都中央区銀座１－９－８,35.673717,139.768825,ギャラリー銀座フォレスト,美術館・博物館,,
中央区,銀座１丁目,-,東京都港区麻布十番１－８,35.673976,139.767644,麻布十番の由来の碑,名所・有名スポット,2.5,6件
中央区,銀座２丁目,-,東京都中央区銀座２－２－１４,35.674364,139.765398,マロニエゲート銀座1,,3.5,25件
中央区,銀座２丁目,-,東京都中央区銀座西２－２,35.674744,139.764923,銀座インズ,,3,25件
中央区,銀座２丁目,-,東京都中央区銀座２－７,35.673424,139.767944,銀座発祥の地の碑,名所・有名スポット,3,19件
中央区,銀座２丁目,-,東京都中央区銀座２－９－１６,35.672979,139.768407,ギャラリー シアカ(SIACCA),美術館・博物館,4,2件
中央区,銀座２丁目,-,東京都中央区銀座２－７－１８,35.673435,139.767814,MELSA Ginza-2,,3.5,7件
中央区,銀座２丁目,-,東京都中央区銀座２－４－６,35.674011,139.766327,GINZA Velvia館,,3.5,7件
中央区,銀座２丁目,-,東京都中央区銀座２－７－１８,35.673481,139.767829,東京銀座画廊美術館,美術館・博物館,3,1件
中央区,銀座２丁目,-,東京都中央区銀座２－１０－５,35.672547,139.768673,ミレージャギャラリー,美術館・博物館,3,1件
中央区,銀座２丁目,-,東京都中央区銀座２－１１－１９,35.672741,139.769150,若山美術館,美術館・博物館,3,1件
中央区,銀座２丁目,-,東京都中央区銀座２－１３－１２,35.671256,139.769531,ギャラリー銀座,美術館・博物館,3,1件
中央区,銀座２丁目,-,東京都中央区銀座２－６－５,35.673678,139.767273,藤屋画廊,美術館・博物館,3,1件
中央区,銀座２丁目,-,東京都中央区銀座２－９－１４,35.672745,139.768259,ギャラリー アートグラフ,美術館・博物館,3,1件
中央区,銀座２丁目,-,東京都中央区銀座２－２－２８Ｆ,35.674973,139.765991,銀座おおいた情報館,,2.5,2件
中央区,銀座２丁目,-,東京都中央区銀座２－１１－６,35.672339,139.768948,中山画廊,美術館・博物館,,
中央区,銀座２丁目,-,東京都中央区銀座１丁目１５−７,35.673462,139.767925,ギャラリー栗田,,,
中央区,銀座２丁目,-,東京都中央区銀座２－１３－２０１階,35.672028,139.770264,ギャラリー舞,,,
中央区,銀座２丁目,-,東京都中央区銀座２－２－１７,35.674580,139.765564,有楽橋画廊,美術館・博物館,,
中央区,銀座２丁目,-,東京都中央区銀座２－１４－８,35.671177,139.770165,小野美術画廊,美術館・博物館,,
中央区,銀座３丁目,-,東京都中央区銀座３－６－１,35.672005,139.766129,松屋銀座,,4,310件
中央区,銀座３丁目,-,東京都中央区銀座３－２－１,35.673962,139.765121,マロニエゲート銀座2&3,,3.5,28件
中央区,銀座３丁目,-,東京都中央区銀座３－５－３シャネル銀座ビルディング４階,35.672965,139.766446,シャネル ネクサス ホール,美術館・博物館,4,8件
中央区,銀座３丁目,-,東京都中央区銀座３－８－１０,35.671404,139.767183,朝日稲荷神社,名所・有名スポット,3.5,12件
中央区,銀座３丁目,-,東京都中央区銀座３－９－７トレランス銀座ビルディング１Ｆ,35.671432,139.767700,キャノンギャラリー銀座,美術館・博物館,3.5,11件
中央区,銀座３丁目,-,東京都中央区銀座３－１４－１５,35.670161,139.769357,宝珠稲荷神社,名所・有名スポット,3.5,11件
中央区,銀座３丁目,-,東京都中央区銀座３－３－５無印良品銀座６Ｆ,35.673264,139.765381,ATELIER MUJI GINZA,美術館・博物館,4,4件
